id,title,price,ownerid
7125,Oneplus,200,107
7126,Headphone,900,103
7127,Nokia,900,100
7128,Oneplus,900,102
7129,Iphone,800,105
7130,Headphone,700,105
7131,Bag,300,105
7132,Headphone,500,107
7133,Charger,200,104
7134,Dell,1000,102
7135,Dell,1000,104
7136,HP,300,106
7137,Waterbottle,1000,100
7138,Iphone,800,101
7139,Bag,100,101
7140,Oneplus,1000,103
7141,Nokia,800,100
7142,Iphone,900,109
7143,HP,200,109
7144,Oneplus,700,100
7145,Headphone,200,101
7146,Nokia,300,106
7147,Headphone,600,109
7148,Oneplus,200,104
7149,Bag,500,106
7150,Waterbottle,100,100
7151,Dell,700,109
7152,Iphone,500,103
7153,HP,400,104
7154,Oneplus,500,109
7155,Bag,500,100
7156,Waterbottle,400,100
7157,Oneplus,300,104
7158,HP,700,100
7159,Dell,300,104
7160,Nokia,200,106
7161,HP,400,107
7162,Charger,300,102
7163,Nokia,100,100
7164,Dell,100,100
7165,HP,700,105
7166,Oneplus,800,101
7167,Charger,1000,102
7168,Iphone,100,106
7169,Iphone,100,102
7170,Iphone,200,105
7171,HP,1000,103
7172,HP,900,103
7173,Oneplus,400,101
7174,Iphone,800,107
7175,Oneplus,400,108
7176,Oneplus,400,100
7177,Dell,300,108
7178,Oneplus,300,101
7179,Headphone,300,104
7180,HP,500,100
7181,Headphone,200,104
7182,Headphone,900,108
7183,Iphone,300,108
7184,Dell,700,106
7185,Nokia,900,102
7186,HP,700,103
7187,Bag,900,107
7188,Iphone,200,101
7189,Bag,900,107
7190,Charger,900,109
7191,Charger,600,103
7192,Charger,600,109
7193,Waterbottle,400,106
7194,Nokia,1000,107
7195,Waterbottle,700,102
7196,Charger,200,108
7197,Iphone,700,107
7198,Bag,400,108
7199,Bag,200,100
7200,Waterbottle,100,101
7201,Bag,500,107
7202,Oneplus,500,101
7203,Nokia,100,103
7204,Waterbottle,100,100
7205,Dell,200,104
7206,Dell,700,105
7207,Waterbottle,300,102
7208,HP,400,103
7209,Oneplus,800,107
7210,HP,500,102
7211,Charger,900,109
7212,HP,900,101
7213,Iphone,900,102
7214,Waterbottle,700,106
7215,Headphone,300,103
7216,Dell,1000,109
7217,Nokia,900,101
7218,Oneplus,1000,106
7219,Waterbottle,600,100
7220,Dell,800,106
7221,HP,100,107
7222,Oneplus,1000,102
7223,Nokia,1000,106
7224,HP,400,106
7225,Oneplus,100,109
7226,Waterbottle,900,101
7227,Charger,800,102
7228,Headphone,800,109
7229,Nokia,800,105
7230,Dell,100,109
7231,Iphone,700,109
7232,Headphone,500,108
7233,HP,200,100
7234,Headphone,700,100
7235,Waterbottle,800,104
7236,Charger,500,100
7237,Oneplus,600,101
7238,HP,400,105
7239,Oneplus,800,100
7240,Iphone,100,108
7241,Waterbottle,900,105
7242,Bag,600,105
7243,Oneplus,1000,101
7244,Headphone,700,108
7245,Nokia,600,103
7246,Nokia,400,109
7247,Iphone,800,107
7248,Headphone,200,107
7249,Bag,300,105
7250,Nokia,300,107
7251,HP,800,106
7252,Nokia,400,105
7253,Dell,800,108
7254,Bag,700,102
7255,Nokia,900,107
7256,Nokia,500,102
7257,Dell,700,101
7258,Charger,500,101
7259,Bag,500,102
7260,Iphone,800,101
7261,Headphone,700,106
7262,Nokia,100,104
7263,Oneplus,600,101
7264,Dell,100,107
7265,HP,200,100
7266,Bag,300,106
7267,Dell,100,100
7268,HP,200,105
7269,Dell,400,101
7270,Iphone,900,108
7271,Waterbottle,100,102
7272,Headphone,200,108
7273,Oneplus,800,106
7274,Waterbottle,800,103
7275,Oneplus,600,105
7276,Iphone,300,100
7277,Headphone,100,101
7278,Nokia,300,109
7279,Iphone,700,103
7280,Charger,100,100
7281,Nokia,100,100
7282,Charger,600,105
7283,Nokia,900,103
7284,Bag,700,100
7285,Nokia,200,102
7286,Charger,400,104
7287,Bag,100,106
7288,Bag,800,107
7289,Dell,300,103
7290,Nokia,800,109
7291,Bag,400,109
7292,HP,300,108
7293,Iphone,100,107
7294,Nokia,500,103
7295,Dell,400,104
7296,Iphone,400,100
7297,Charger,100,104
7298,HP,100,103
7299,Bag,300,101
7300,Iphone,600,106
7301,Dell,500,108
7302,Waterbottle,600,102
7303,Headphone,300,105
7304,Oneplus,700,109
7305,Oneplus,600,102
7306,Nokia,400,109
7307,Iphone,500,100
7308,Charger,300,104
7309,Nokia,1000,104
7310,Oneplus,500,103
7311,Dell,200,105
7312,Headphone,700,102
7313,Charger,1000,105
7314,Nokia,100,104
7315,Dell,700,102
7316,Iphone,100,102
7317,Iphone,100,108
7318,Waterbottle,700,102
7319,Bag,800,101
7320,HP,300,107
7321,Headphone,500,101
7322,Headphone,700,104
7323,HP,400,100
7324,HP,100,109
7325,HP,700,107
7326,Charger,300,100
7327,HP,200,108
7328,Bag,600,105
7329,Bag,300,104
7330,Charger,400,101
7331,Dell,1000,100
7332,Charger,700,106
7333,Oneplus,100,102
7334,Oneplus,800,106
7335,Headphone,500,106
7336,Headphone,300,108
7337,Waterbottle,900,108
7338,Iphone,600,106
7339,HP,700,100
7340,Oneplus,100,102
7341,Headphone,900,100
7342,Headphone,100,106
7343,Headphone,600,101
7344,HP,100,104
7345,Dell,900,105
7346,Waterbottle,400,107
7347,Charger,300,101
7348,Iphone,900,103
7349,Dell,1000,106
7350,Oneplus,900,100
7351,Waterbottle,700,104
7352,Charger,700,107
7353,Oneplus,400,108
7354,Charger,700,104
7355,Bag,100,102
7356,Dell,700,101
7357,Nokia,300,103
7358,Waterbottle,1000,105
7359,Headphone,700,101
7360,HP,300,101
7361,Oneplus,700,101
7362,Bag,900,102
7363,Headphone,600,109
7364,Headphone,300,100
7365,Bag,700,108
7366,Oneplus,500,106
7367,Headphone,500,103
7368,HP,500,104
7369,Oneplus,600,106
7370,Bag,500,107
7371,Charger,200,106
7372,Dell,400,104
7373,Nokia,300,103
7374,Charger,800,107
7375,Iphone,900,100
7376,Iphone,1000,105
7377,Nokia,700,101
7378,Iphone,900,106
7379,HP,500,105
7380,Oneplus,100,105
7381,HP,500,108
7382,Oneplus,900,104
7383,Waterbottle,1000,100
7384,HP,100,109
7385,Bag,500,108
7386,Charger,700,102
7387,Charger,700,102
7388,Headphone,500,109
7389,Dell,200,100
7390,Dell,200,106
7391,Dell,300,102
7392,HP,900,101
7393,Charger,600,104
7394,Oneplus,700,109
7395,Headphone,700,103
7396,Bag,600,104
7397,Bag,900,107
7398,Iphone,400,105
7399,Iphone,200,101
7400,Iphone,100,101
7401,Headphone,100,100
7402,HP,1000,105
7403,HP,700,109
7404,HP,200,102
7405,Waterbottle,600,104
7406,Waterbottle,200,105
7407,Charger,400,101
7408,Dell,300,101
7409,Waterbottle,300,100
7410,Bag,800,109
7411,Bag,500,106
7412,Charger,900,100
7413,Waterbottle,1000,106
7414,Headphone,100,103
7415,Headphone,300,107
7416,HP,400,108
7417,Dell,100,105
7418,Iphone,800,102
7419,Iphone,500,106
7420,Dell,800,100
7421,Oneplus,300,107
7422,Iphone,1000,105
7423,Charger,300,105
7424,Nokia,1000,102
7425,HP,1000,107
7426,HP,600,104
7427,Bag,900,100
7428,Charger,100,104
7429,Waterbottle,100,108
7430,HP,900,109
7431,Nokia,600,100
7432,Bag,700,109
7433,Nokia,400,100
7434,Headphone,900,100
7435,Charger,500,100
7436,HP,100,107
7437,Oneplus,700,108
7438,Oneplus,100,104
7439,Iphone,900,101
7440,Nokia,100,105
7441,Charger,700,100
7442,Headphone,700,104
7443,Dell,200,103
7444,Nokia,600,106
7445,Oneplus,600,108
7446,Oneplus,900,100
7447,Headphone,400,104
7448,Waterbottle,400,102
7449,HP,800,100
7450,Nokia,300,107
7451,Iphone,100,109
7452,Dell,500,109
7453,Charger,300,107
7454,Waterbottle,200,105
7455,Iphone,400,106
7456,Bag,200,106
7457,Iphone,800,109
7458,Dell,600,103
7459,Oneplus,500,107
7460,Bag,900,100
7461,Charger,700,106
7462,Charger,800,103
7463,Charger,900,106
7464,Nokia,300,108
7465,HP,500,102
7466,Nokia,900,109
7467,Iphone,500,102
7468,Dell,600,108
7469,Nokia,400,103
7470,Iphone,300,107
7471,Dell,700,109
7472,Dell,100,106
7473,Nokia,1000,106
7474,HP,600,107
7475,Charger,600,108
7476,Headphone,200,109
7477,Charger,700,109
7478,Nokia,200,106
7479,Iphone,1000,103
7480,Waterbottle,200,104
7481,Headphone,600,101
7482,Oneplus,900,100
7483,HP,400,108
7484,Nokia,200,107
7485,Charger,900,109
7486,Iphone,1000,101
7487,HP,1000,105
7488,Charger,800,105
7489,Headphone,700,106
7490,Nokia,600,107
7491,Dell,500,102
7492,Bag,800,107
7493,Nokia,800,106
7494,Nokia,600,106
7495,Headphone,800,105
7496,Dell,1000,106
7497,Nokia,700,101
7498,Bag,400,100
7499,Dell,200,101
7500,Nokia,400,106
7501,HP,800,104
7502,Dell,1000,109
7503,Bag,900,108
7504,Dell,200,107
7505,Dell,300,104
7506,Charger,500,106
7507,Waterbottle,800,106
7508,Headphone,500,107
7509,Charger,700,103
7510,Dell,800,107
7511,Nokia,1000,105
7512,Iphone,1000,108
7513,Dell,300,103
7514,Dell,900,107
7515,Bag,100,105
7516,Iphone,200,104
7517,HP,900,104
7518,Oneplus,400,107
7519,Headphone,200,103
7520,Nokia,600,106
7521,HP,500,103
7522,Nokia,700,109
7523,Bag,500,101
7524,Headphone,100,103
7525,HP,700,101
7526,Dell,700,106
7527,HP,300,104
7528,Iphone,700,109
7529,Dell,1000,105
7530,Nokia,700,105
7531,Oneplus,800,107
7532,HP,500,107
7533,Dell,800,107
7534,Waterbottle,600,100
7535,Iphone,300,103
7536,Waterbottle,400,106
7537,Dell,700,109
7538,Iphone,900,103
7539,Nokia,600,100
7540,Nokia,600,104
7541,HP,500,104
7542,Waterbottle,1000,106
7543,Headphone,1000,100
7544,HP,300,105
7545,Bag,100,104
7546,Headphone,100,104
7547,Oneplus,700,103
7548,Headphone,500,107
7549,Charger,800,104
7550,Bag,300,109
7551,Bag,800,103
7552,Nokia,400,108
7553,Charger,900,108
7554,Oneplus,600,106
7555,Dell,400,108
7556,Dell,1000,100
7557,Dell,300,109
7558,HP,700,106
7559,Waterbottle,300,103
7560,Bag,400,105
7561,Nokia,600,100
7562,Nokia,800,104
7563,Headphone,200,108
7564,Headphone,100,103
7565,Iphone,800,107
7566,Nokia,500,106
7567,Headphone,200,102
7568,Iphone,500,101
7569,Oneplus,400,104
7570,HP,700,106
7571,Nokia,400,107
7572,Bag,800,105
7573,Nokia,1000,103
7574,Charger,600,105
7575,HP,700,107
7576,Waterbottle,900,108
7577,Iphone,100,101
7578,Nokia,100,108
7579,Headphone,400,101
7580,Charger,700,104
7581,Dell,100,105
7582,Charger,300,107
7583,Headphone,600,102
7584,Nokia,500,100
7585,Oneplus,300,103
7586,Headphone,200,106
7587,Dell,900,108
7588,Iphone,400,100
7589,Nokia,200,106
7590,Oneplus,500,104
7591,Iphone,100,101
7592,Iphone,400,103
7593,Iphone,300,108
7594,Headphone,800,108
7595,Oneplus,700,106
7596,Bag,1000,102
7597,Oneplus,800,109
7598,Nokia,100,106
7599,Iphone,600,100
7600,Bag,400,106
7601,Iphone,900,109
7602,Nokia,200,103
7603,Iphone,600,102
7604,Waterbottle,600,103
7605,Nokia,100,102
7606,Oneplus,800,104
7607,Bag,300,106
7608,HP,900,109
7609,Iphone,800,102
7610,Oneplus,1000,103
7611,Dell,600,102
7612,Nokia,600,109
7613,Dell,200,101
7614,Dell,1000,103
7615,Dell,1000,109
7616,Iphone,400,106
7617,HP,200,102
7618,Bag,400,100
7619,Charger,100,107
7620,Charger,1000,104
7621,Iphone,600,102
7622,Nokia,300,102
7623,HP,600,103
7624,Nokia,800,101
7625,Nokia,300,103
7626,Headphone,500,108
7627,Bag,400,103
7628,Waterbottle,800,108
7629,Bag,900,101
7630,Iphone,300,107
7631,HP,500,100
7632,Headphone,200,106
7633,Waterbottle,500,102
7634,HP,900,109
7635,Bag,600,101
7636,Waterbottle,300,109
7637,Iphone,800,109
7638,Iphone,1000,106
7639,Headphone,700,100
7640,HP,1000,106
7641,Waterbottle,400,101
7642,Bag,100,104
7643,Oneplus,600,106
7644,Bag,100,102
7645,HP,400,101
7646,Bag,200,101
7647,Nokia,800,104
7648,Waterbottle,700,109
7649,Iphone,500,107
7650,Charger,700,107
7651,HP,100,103
7652,HP,800,107
7653,Dell,900,108
7654,Iphone,700,107
7655,Nokia,700,106
7656,Waterbottle,900,102
7657,Waterbottle,300,107
7658,Dell,600,102
7659,Iphone,1000,107
7660,Oneplus,1000,107
7661,Dell,800,104
7662,Oneplus,400,107
7663,Waterbottle,1000,105
7664,Oneplus,400,100
7665,Dell,1000,107
7666,Iphone,400,105
7667,Charger,600,105
7668,Iphone,400,109
7669,Bag,800,101
7670,Iphone,300,106
7671,Dell,900,101
7672,Oneplus,600,102
7673,Dell,400,100
7674,Bag,600,104
7675,Charger,500,102
7676,Oneplus,700,107
7677,Dell,500,109
7678,Headphone,1000,109
7679,Charger,400,109
7680,Headphone,200,108
7681,Headphone,700,109
7682,Iphone,900,104
7683,Waterbottle,700,101
7684,Iphone,500,100
7685,Waterbottle,300,102
7686,Iphone,400,105
7687,Iphone,800,107
7688,Iphone,600,107
7689,Oneplus,600,109
7690,HP,300,102
7691,Bag,700,109
7692,Dell,200,100
7693,Iphone,600,101
7694,Dell,300,103
7695,Headphone,1000,106
7696,Nokia,800,108
7697,Dell,900,101
7698,Waterbottle,400,102
7699,Charger,600,100
7700,Nokia,600,103
7701,Waterbottle,700,109
7702,Nokia,100,109
7703,Waterbottle,500,102
7704,Headphone,900,106
7705,Waterbottle,300,106
7706,Bag,400,101
7707,HP,200,109
7708,Oneplus,600,108
7709,Bag,100,107
7710,Headphone,300,102
7711,Nokia,900,108
7712,Dell,600,108
7713,Nokia,400,100
7714,Bag,300,104
7715,Nokia,100,104
7716,Dell,800,108
7717,Nokia,300,103
7718,Iphone,900,105
7719,Charger,700,103
7720,Headphone,1000,107
7721,Bag,100,106
7722,Nokia,500,107
7723,Charger,500,100
7724,Dell,1000,109
7725,Bag,600,100
7726,Oneplus,300,108
7727,Oneplus,700,106
7728,HP,400,109
7729,Nokia,500,107
7730,Nokia,700,102
7731,Charger,800,109
7732,Charger,200,107
7733,Nokia,1000,104
7734,Charger,900,100
7735,Headphone,1000,104
7736,Waterbottle,500,101
7737,Nokia,200,109
7738,Charger,300,109
7739,Iphone,200,107
7740,Oneplus,200,101
7741,Dell,400,109
7742,Oneplus,100,105
7743,HP,800,101
7744,Bag,800,107
7745,Iphone,900,100
7746,Oneplus,800,106
7747,Bag,500,104
7748,Headphone,400,101
7749,Dell,300,103
7750,Bag,500,100
7751,Waterbottle,800,104
7752,Nokia,600,107
7753,Oneplus,100,101
7754,Dell,500,108
7755,Charger,400,102
7756,Headphone,200,104
7757,Charger,400,101
7758,Nokia,600,105
7759,Nokia,500,104
7760,Bag,200,101
7761,Dell,300,100
7762,Waterbottle,600,108
7763,Iphone,500,104
7764,HP,900,107
7765,Bag,500,101
7766,Dell,200,102
7767,Dell,400,101
7768,Nokia,1000,106
7769,Bag,600,101
7770,Nokia,800,108
7771,Waterbottle,900,101
7772,Charger,700,100
7773,Nokia,100,109
7774,Charger,300,101
7775,Headphone,500,103
7776,HP,500,100
7777,Waterbottle,800,102
7778,Headphone,800,103
7779,Oneplus,1000,104
7780,HP,500,106
7781,Oneplus,800,101
7782,Waterbottle,700,109
7783,Nokia,500,100
7784,Charger,500,108
7785,Oneplus,400,100
7786,Nokia,300,101
7787,Iphone,200,101
7788,Nokia,200,100
7789,Charger,700,109
7790,Iphone,900,109
7791,Headphone,700,103
7792,Bag,600,100
7793,Oneplus,500,107
7794,Bag,600,104
7795,Oneplus,600,109
7796,Charger,300,103
7797,HP,400,101
7798,Iphone,900,101
7799,Waterbottle,300,106
7800,Charger,100,105
7801,Waterbottle,800,100
7802,Nokia,200,106
7803,Charger,700,105
7804,Charger,200,100
7805,Waterbottle,500,109
7806,Oneplus,600,102
7807,Dell,300,109
7808,Headphone,100,106
7809,Headphone,400,102
7810,Charger,1000,103
7811,Oneplus,800,100
7812,Charger,900,106
7813,Headphone,1000,109
7814,Dell,300,109
7815,HP,500,103
7816,Headphone,1000,109
7817,Dell,500,102
7818,Nokia,500,105
7819,Charger,100,102
7820,Bag,100,103
7821,Nokia,900,102
7822,Waterbottle,800,101
7823,Iphone,100,100
7824,Dell,600,102
7825,Bag,500,101
7826,Headphone,400,102
7827,Waterbottle,400,102
7828,Iphone,400,104
7829,Charger,200,101
7830,Charger,300,106
7831,Iphone,900,104
7832,Bag,700,107
7833,Iphone,500,102
7834,Headphone,300,100
7835,Iphone,900,101
7836,Waterbottle,100,107
7837,Waterbottle,700,107
7838,Dell,400,102
7839,Dell,1000,105
7840,Headphone,100,103
7841,HP,500,109
7842,HP,800,100
7843,Charger,800,107
7844,Bag,800,108
7845,Charger,1000,109
7846,Waterbottle,800,105
7847,Waterbottle,800,105
7848,Headphone,300,102
7849,Dell,400,108
7850,HP,600,103
7851,Dell,400,108
7852,Iphone,300,108
7853,Nokia,400,101
7854,Headphone,500,107
7855,Waterbottle,1000,102
7856,Oneplus,100,109
7857,Bag,300,102
7858,HP,800,102
7859,Nokia,500,103
7860,Nokia,200,104
7861,Bag,500,106
7862,Waterbottle,700,100
7863,Iphone,200,101
7864,Headphone,500,103
7865,Iphone,500,109
7866,Charger,100,103
7867,Bag,200,103
7868,Charger,1000,106
7869,Headphone,1000,102
7870,Charger,200,102
7871,HP,900,108
7872,HP,200,103
7873,HP,300,102
7874,Waterbottle,300,103
7875,Charger,300,109
7876,Headphone,500,106
7877,HP,200,104
7878,Waterbottle,100,101
7879,Oneplus,300,101
7880,Charger,800,105
7881,Waterbottle,300,109
7882,Nokia,600,104
7883,Dell,600,101
7884,Bag,900,102
7885,Nokia,500,101
7886,Dell,700,103
7887,Charger,300,108
7888,Dell,600,103
7889,Nokia,600,106
7890,Oneplus,1000,106
7891,Nokia,300,101
7892,Waterbottle,1000,108
7893,Bag,100,105
7894,Charger,100,106
7895,Bag,200,103
7896,Waterbottle,600,105
7897,HP,600,103
7898,HP,700,101
7899,Dell,600,101
7900,Dell,1000,100
7901,HP,800,105
7902,Headphone,1000,101
7903,Oneplus,900,103
7904,Charger,300,101
7905,HP,900,100
7906,Waterbottle,500,107
7907,HP,200,109
7908,Dell,500,100
7909,Waterbottle,200,103
7910,Nokia,500,108
7911,Waterbottle,100,109
7912,Oneplus,400,106
7913,Charger,800,103
7914,Waterbottle,700,105
7915,Iphone,500,106
7916,Nokia,800,109
7917,Iphone,900,100
7918,HP,600,101
7919,Nokia,800,103
7920,HP,500,109
7921,Dell,1000,100
7922,HP,500,101
7923,Charger,300,109
7924,HP,900,106
7925,Bag,400,100
7926,Headphone,100,102
7927,Bag,200,107
7928,Headphone,900,102
7929,Nokia,100,104
7930,Charger,200,105
7931,HP,300,102
7932,Oneplus,400,109
7933,Bag,700,108
7934,HP,400,106
7935,Bag,500,102
7936,Waterbottle,700,108
7937,Charger,1000,107
7938,Bag,1000,105
7939,Waterbottle,300,102
7940,Iphone,300,101
7941,Nokia,1000,100
7942,Oneplus,400,103
7943,Nokia,400,109
7944,Iphone,500,105
7945,Oneplus,300,107
7946,Oneplus,500,105
7947,Waterbottle,900,106
7948,Charger,1000,105
7949,Headphone,100,104
7950,Headphone,1000,101
7951,Charger,1000,101
7952,Charger,900,107
7953,HP,200,109
7954,Dell,900,106
7955,Headphone,100,107
7956,Oneplus,300,104
7957,Charger,900,101
7958,Charger,600,107
7959,Iphone,700,105
7960,Iphone,500,106
7961,Iphone,700,100
7962,Charger,100,109
7963,Bag,500,107
7964,Oneplus,900,102
7965,Charger,900,101
7966,Dell,700,109
7967,Bag,300,101
7968,Iphone,600,106
7969,HP,100,107
7970,Nokia,1000,103
7971,Oneplus,400,100
7972,HP,900,109
7973,Headphone,400,100
7974,Dell,600,103
7975,HP,600,102
7976,Oneplus,500,100
7977,Charger,100,105
7978,Headphone,100,108
7979,Charger,600,108
7980,HP,800,101
7981,Waterbottle,800,101
7982,Charger,600,107
7983,HP,400,106
7984,Nokia,300,104
7985,Charger,900,108
7986,Waterbottle,1000,103
7987,Oneplus,400,108
7988,Nokia,300,105
7989,Headphone,600,103
7990,Dell,800,100
7991,Nokia,300,100
7992,HP,700,109
7993,Nokia,600,104
7994,Charger,1000,101
7995,Dell,400,106
7996,Dell,300,105
7997,Nokia,800,109
7998,Waterbottle,300,100
7999,Oneplus,500,109
8000,Waterbottle,800,100
8001,Charger,300,106
8002,Bag,900,102
8003,Oneplus,400,105
8004,HP,700,104
8005,Waterbottle,900,109
8006,HP,400,104
8007,Charger,200,106
8008,Bag,800,104
8009,Waterbottle,600,102
8010,Bag,700,105
8011,Bag,400,102
8012,Bag,200,100
8013,Waterbottle,600,103
8014,Bag,400,101
8015,Iphone,400,100
8016,HP,500,107
8017,Dell,100,101
8018,Oneplus,100,100
8019,Bag,200,109
8020,Waterbottle,500,107
8021,Waterbottle,300,100
8022,Charger,1000,109
8023,Waterbottle,600,107
8024,HP,200,104
8025,Oneplus,700,109
8026,Iphone,600,104
8027,Dell,400,101
8028,Nokia,500,101
8029,Dell,500,101
8030,Bag,200,105
8031,Charger,900,109
8032,Charger,600,100
8033,Waterbottle,400,101
8034,Dell,200,104
8035,Bag,200,106
8036,Iphone,700,103
8037,Charger,100,108
8038,Oneplus,900,104
8039,HP,400,101
8040,Oneplus,100,104
8041,Dell,700,101
8042,Nokia,900,109
8043,Bag,400,107
8044,Dell,500,100
8045,Waterbottle,100,103
8046,Charger,500,108
8047,Iphone,200,104
8048,Nokia,200,102
8049,Charger,300,104
8050,Charger,100,107
8051,Nokia,300,104
8052,Iphone,400,101
8053,Oneplus,900,100
8054,Nokia,1000,101
8055,Charger,400,106
8056,Charger,100,101
8057,Iphone,100,104
8058,Iphone,500,102
8059,Headphone,900,106
8060,Headphone,600,101
8061,Headphone,200,108
8062,Nokia,400,100
8063,Headphone,400,103
8064,Nokia,700,108
8065,Charger,600,106
8066,Iphone,900,102
8067,Waterbottle,900,103
8068,Charger,900,100
8069,Bag,100,104
8070,Dell,300,100
8071,Dell,600,104
8072,Headphone,200,104
8073,Nokia,200,107
8074,HP,900,109
8075,Nokia,200,107
8076,Oneplus,500,108
8077,Oneplus,1000,103
8078,Dell,100,103
8079,Waterbottle,500,108
8080,HP,900,106
8081,Headphone,1000,105
8082,Bag,700,109
8083,Headphone,700,101
8084,Charger,100,100
8085,Dell,600,101
8086,Nokia,400,107
8087,Oneplus,800,108
8088,Headphone,100,106
8089,Bag,800,107
8090,Waterbottle,900,103
8091,Iphone,600,109
8092,Iphone,400,100
8093,Iphone,100,100
8094,Waterbottle,1000,109
8095,Waterbottle,100,105
8096,Charger,700,102
8097,Oneplus,400,102
8098,Oneplus,700,106
8099,Charger,800,100
8100,Headphone,500,100
8101,Headphone,700,102
8102,Charger,700,104
8103,HP,400,104
8104,Waterbottle,400,103
8105,Headphone,700,103
8106,Headphone,200,107
8107,HP,900,103
8108,Headphone,700,106
8109,Waterbottle,800,106
8110,Bag,400,100
8111,Bag,400,109
8112,Bag,600,102
8113,Charger,300,101
8114,Oneplus,500,100
8115,Iphone,800,109
8116,Oneplus,300,101
8117,Bag,500,103
8118,Iphone,100,103
8119,Headphone,800,100
8120,HP,800,101
8121,Nokia,700,105
8122,Oneplus,400,102
8123,Nokia,600,103
8124,Nokia,500,105
8125,HP,100,102
8126,Charger,900,109
8127,Headphone,600,100
8128,Oneplus,100,100
8129,Waterbottle,700,101
8130,Oneplus,400,104
8131,Iphone,100,104
8132,Waterbottle,600,107
8133,Nokia,800,103
8134,Nokia,300,106
8135,Nokia,1000,108
8136,Nokia,600,102
8137,Oneplus,700,106
8138,Charger,100,100
8139,HP,800,100
8140,Charger,500,101
8141,Bag,900,103
8142,Headphone,500,106
8143,Iphone,300,101
8144,Oneplus,400,102
8145,Iphone,300,106
8146,Oneplus,600,103
8147,Iphone,500,100
8148,Oneplus,100,109
8149,Waterbottle,900,106
8150,Iphone,100,107
8151,Dell,100,103
8152,Iphone,300,108
8153,Bag,700,104
8154,Charger,300,103
8155,Charger,900,101
8156,Iphone,1000,105
8157,Headphone,300,102
8158,HP,800,107
8159,Iphone,200,109
8160,HP,200,104
8161,Charger,300,101
8162,Waterbottle,200,103
8163,Oneplus,100,108
8164,Oneplus,500,108
8165,HP,700,108
8166,Charger,600,108
8167,Charger,600,103
8168,Oneplus,300,102
8169,Headphone,900,100
8170,Iphone,400,109
8171,Headphone,600,108
8172,Oneplus,100,100
8173,Charger,300,107
8174,Waterbottle,500,104
8175,Nokia,1000,109
8176,Dell,300,103
8177,Dell,600,103
8178,Bag,200,106
8179,Waterbottle,300,103
8180,Headphone,600,108
8181,Headphone,500,108
8182,HP,700,105
8183,Charger,300,104
8184,Headphone,300,109
8185,Iphone,600,103
8186,Bag,800,104
8187,Oneplus,100,106
8188,Bag,100,108
8189,Nokia,800,101
8190,Bag,400,101
8191,Headphone,400,109
8192,HP,400,100
8193,Waterbottle,300,109
8194,HP,400,105
8195,Bag,200,101
8196,Nokia,500,108
8197,Waterbottle,1000,107
8198,Waterbottle,600,101
8199,Nokia,400,100
8200,Charger,900,100
8201,Charger,1000,103
8202,Charger,200,100
8203,Nokia,100,108
8204,HP,100,107
8205,Dell,1000,100
8206,HP,300,102
8207,Headphone,500,104
8208,Bag,700,103
8209,Dell,900,109
8210,Charger,100,107
8211,Nokia,1000,101
8212,HP,400,105
8213,Charger,400,103
8214,Headphone,200,104
8215,Nokia,1000,109
8216,Nokia,100,102
8217,Headphone,200,109
8218,Charger,800,101
8219,Charger,400,109
8220,HP,800,106
8221,Oneplus,1000,104
8222,Headphone,100,103
8223,Oneplus,800,105
8224,Charger,1000,100
8225,Headphone,400,104
8226,Nokia,100,100
8227,Headphone,900,106
8228,Bag,100,104
8229,Oneplus,100,107
8230,Oneplus,200,107
8231,Headphone,700,106
8232,Bag,300,104
8233,Iphone,800,105
8234,Iphone,800,100
8235,Waterbottle,800,103
8236,Headphone,300,107
8237,Waterbottle,1000,103
8238,Nokia,200,108
8239,Headphone,900,103
8240,Oneplus,200,102
8241,Oneplus,800,107
8242,Dell,600,102
8243,Charger,100,107
8244,Dell,1000,106
8245,Charger,700,103
8246,Headphone,1000,109
8247,Nokia,100,100
8248,Headphone,600,109
8249,Bag,600,100
8250,Dell,500,109
8251,Bag,600,108
8252,Iphone,700,105
8253,Nokia,700,103
8254,Headphone,800,109
8255,Iphone,400,104
8256,Charger,300,105
8257,Dell,500,105
8258,Bag,400,102
8259,Oneplus,800,103
8260,Dell,200,100
8261,HP,300,101
8262,Waterbottle,500,105
8263,Dell,500,107
8264,Iphone,1000,105
8265,Dell,1000,109
8266,Nokia,300,104
8267,Oneplus,100,106
8268,Iphone,500,106
8269,Nokia,900,102
8270,Waterbottle,900,107
8271,Headphone,800,101
8272,Charger,1000,105
8273,Bag,800,105
8274,Waterbottle,100,104
8275,Dell,100,109
8276,Charger,600,106
8277,Dell,1000,101
8278,Charger,600,103
8279,Charger,600,108
8280,Nokia,500,103
8281,Dell,900,108
8282,Charger,400,107
8283,Charger,800,103
8284,Bag,900,104
8285,Waterbottle,200,107
8286,HP,400,103
8287,Iphone,900,101
8288,Bag,600,105
8289,Dell,400,103
8290,Bag,800,107
8291,Waterbottle,500,107
8292,Bag,600,109
8293,Iphone,1000,102
8294,HP,300,101
8295,Waterbottle,900,102
8296,HP,900,100
8297,Oneplus,600,108
8298,Headphone,600,104
8299,Bag,100,109
8300,Iphone,200,109
8301,Dell,500,101
8302,Headphone,500,108
8303,HP,700,106
8304,HP,500,102
8305,Headphone,500,107
8306,Charger,1000,100
